"MovieMeter id,""IMDb code"",""titel"",""jaar"",""alternatieve titel"",""stem"",""geplaatst""";
"43131,""tt0758758"",""Into the Wild"",""2007"","""",""3.5"",""2010-11-23 22:06:18""";
"80702,""tt1675434"",""Intouchables"",""2011"",""The Intouchables"",""3.5"",""2012-05-04 15:27:59""";
"57684,""tt1228705"",""Iron Man 2"",""2010"","""",""3.5"",""2010-05-28 00:23:34""";
"90042,""tt1300854"",""Iron Man 3"",""2013"",""Iron Man Three"",""3.0"",""2013-05-14 00:31:25""";
"10142,""tt0317740"",""Italian Job, The"",""2003"","""",""3.0"",""2010-09-12 20:03:53""";
"86718,""tt0790724"",""Jack Reacher"",""2012"","""",""2.5"",""2013-02-05 17:35:30""";
"68068,""tt1116184"",""Jackass 3D"",""2010"",""Jackass 3"",""3.0"",""2010-10-29 01:34:22""";
"184,""tt0119396"",""Jackie Brown"",""1997"","""",""3.0"",""2015-12-13 23:17:55""";
"83231,""tt2106476"",""Jagten"",""2012"",""The Hunt"",""3.5"",""2014-03-02 00:21:55""";
"909,""tt0073195"",""Jaws"",""1975"","""",""3.5"",""2014-11-18 00:49:24""";
"77607,""tt0401729"",""John Carter"",""2012"","""",""3.0"",""2014-07-30 21:43:00""";
"72610,""tt1634122"",""Johnny English Reborn"",""2011"","""",""3.0"",""2011-10-04 22:19:43""";
"919,""tt0206314"",""Joy Ride"",""2001"",""Road Kill"",""3.5"",""2010-05-19 00:39:06""";
"1969,""tt0110216"",""Junior"",""1994"","""",""2.5"",""2008-07-17 20:30:18""";
"365,""tt0107290"",""Jurassic Park"",""1993"",""Jurassic Park 3D"",""4.0"",""2014-07-12 00:16:55""";
"341,""tt0163025"",""Jurassic Park III"",""2001"",""Jurassic Park 3"",""3.0"",""2014-07-12 00:16:33""";
"31794,""tt0433400"",""Just Friends"",""2005"",""Just Friends - No Sex"",""3.5"",""2008-10-02 18:23:46""";
"7270,""tt0305711"",""Just Married"",""2003"","""",""3.0"",""2012-01-12 12:42:19""";
"53857,""tt1250777"",""Kick-Ass"",""2010"","""",""4.0"",""2010-04-23 21:07:03""";
"92510,""tt1650554"",""Kick-Ass 2"",""2013"","""",""3.5"",""2013-08-25 22:28:04""";
"3763,""tt0266697"",""Kill Bill: Vol. 1"",""2003"","""",""4.0"",""2013-03-03 01:04:19""";
"15470,""tt0378194"",""Kill Bill: Vol. 2"",""2004"",""Kill Bill 2"",""4.0"",""2014-08-08 16:10:16""";
"1800,""tt0087553"",""Killing Fields, The"",""1984"",""Velden des Doods"",""4.0"",""2014-10-24 00:26:57""";
"76701,""tt1764234"",""Killing Them Softly"",""2012"","""",""2.0"",""2012-11-09 19:05:48""";
"48950,""tt0448011"",""Knowing"",""2009"","""",""3.0"",""2010-10-27 23:26:15""";
"90904,""tt2493466"",""Kuroyuri Danchi"",""2013"",""The Complex"",""2.5"",""2013-02-05 17:36:52""";
"238,""tt0119488"",""L.A. Confidential"",""1997"","""",""3.0"",""2015-08-10 16:13:58""";
"31032,""tt0457430"",""Laberinto del Fauno, El"",""2006"",""Pan's Labyrinth"",""2.5"",""2014-07-30 20:11:08""";
"52019,""tt1197624"",""Law Abiding Citizen"",""2009"","""",""3.5"",""2010-01-09 13:41:32""";
"36292,""tt0405094"",""Leben der Anderen, Das"",""2006"",""The Lives of Others"",""3.5"",""2012-08-20 00:39:01""";
"64306,""tt1219342"",""Legend of the Guardians: The Owls of Ga'Hoole"",""2010"",""Legende van Ga'Hoole 3D"",""3.0"",""2010-10-15 12:57:52""";
"5135,""tt0015064"",""Letzte Mann, Der"",""1924"",""The Last Laugh"",""3.0"",""2014-11-05 21:07:47""";
"842,""tt0119528"",""Liar Liar"",""1997"","""",""3.5"",""2015-03-10 23:35:09""";
"1669,""tt0079470"",""Life of Brian"",""1979"",""Monty Python's Life of Brian"",""2.5"",""2012-02-21 19:54:52""";
"83229,""tt0454876"",""Life of Pi"",""2012"","""",""4.0"",""2013-02-05 17:35:15""";
"458,""tt0110357"",""Lion King, The"",""1994"",""De Leeuwenkoning"",""4.0"",""2014-07-28 22:25:30""";
"62787,""tt0970866"",""Little Fockers"",""2010"",""Meet the Parents: Little Fockers"",""3.0"",""2011-01-07 00:34:53""";
"177,""tt0185431"",""Little Nicky"",""2000"","""",""3.0"",""2014-07-24 21:11:14""";
"40519,""tt0337978"",""Live Free or Die Hard"",""2007"",""Die Hard 4.0"",""4.0"",""2010-01-19 23:28:23""";
"206,""tt0120735"",""Lock, Stock and Two Smoking Barrels"",""1998"","""",""2.5"",""2014-07-14 19:15:56""";
"68869,""tt1606789"",""Loft"",""2010"","""",""3.5"",""2011-01-17 10:02:45""";
"28279,""tt0385057"",""Long Weekend, The"",""2005"","""",""3.0"",""2009-11-05 23:57:52""";
"76738,""tt1276104"",""Looper"",""2012"","""",""4.0"",""2013-02-05 17:34:55""";
"14211,""tt0335266"",""Lost in Translation"",""2003"","""",""3.0"",""2011-01-22 21:09:24""";
"364,""tt0119567"",""Lost World: Jurassic Park, The"",""1997"",""Jurassic Park 2"",""2.0"",""2014-07-12 00:19:03""";
"98980,""tt2872732"",""Lucy"",""2014"","""",""3.5"",""2015-06-24 01:07:13""";
"1109,""tt0022100"",""M"",""1931"",""M - Eine Stadt Sucht einen Mörder"",""3.0"",""2014-11-14 00:01:15""";
"15636,""tt0361862"",""Machinist, The"",""2004"",""El Maquinista"",""4.5"",""2015-02-27 11:43:52""";
"14,""tt0175880"",""Magnolia"",""1999"","""",""4.0"",""2014-06-28 01:53:12""";
"88497,""tt2023587"",""Mama"",""2013"","""",""3.0"",""2013-03-29 00:14:47""";
"44526,""tt0795421"",""Mamma Mia!"",""2008"",""Mamma Mia! The Movie"",""2.5"",""2012-02-06 18:02:20""";
"87131,""tt0770828"",""Man of Steel"",""2013"","""",""4.0"",""2013-07-05 22:55:34""";
"71754,""tt1568338"",""Man on a Ledge"",""2012"","""",""3.5"",""2012-07-26 02:07:02""";
"17868,""tt0328107"",""Man on Fire"",""2004"","""",""3.5"",""2011-06-12 23:56:21""";
"91,""tt0125664"",""Man on the Moon"",""1999"","""",""2.0"",""2014-08-24 21:58:24""";
"84742,""tt2401621"",""Marathon, De"",""2012"","""",""3.5"",""2012-10-28 13:23:14""";
"50633,""tt0822832"",""Marley & Me"",""2008"",""Marley and Me"",""3.0"",""2009-07-03 12:18:16""";
"113426,""tt3659388"",""Martian, The"",""2015"","""",""3.5"",""2015-10-17 15:33:08""";
"55084,""tt0978762"",""Mary and Max"",""2009"","""",""3.5"",""2014-01-17 14:15:35""";
"1958,""tt0234215"",""Matrix Reloaded, The"",""2003"","""",""4.0"",""2009-07-07 16:34:02""";
"3933,""tt0242653"",""Matrix Revolutions, The"",""2003"","""",""3.5"",""2009-07-07 16:34:20""";
"176,""tt0133093"",""Matrix, The"",""1999"","""",""5.0"",""2009-07-07 16:33:38""";
"94632,""tt1790864"",""Maze Runner, The"",""2014"","""",""3.0"",""2014-10-19 01:39:24""";
"105352,""tt4046784"",""Maze Runner: The Scorch Trials"",""2015"",""Maze Runner 2"",""3.0"",""2015-10-17 15:32:23""";
"29765,""tt0415978"",""Me and You and Everyone We Know"",""2005"","""",""3.0"",""2014-04-07 01:19:23""";
"60850,""tt0472399"",""Mechanic, The"",""2011"","""",""3.5"",""2011-03-25 12:32:29""";
"130,""tt0209144"",""Memento"",""2000"","""",""3.5"",""2011-03-25 12:26:10""";
"82216,""tt1409024"",""Men in Black 3"",""2012"",""Men in Black III"",""2.5"",""2012-05-30 10:45:41""";
"938,""tt0120749"",""Mercury Rising"",""1998"","""",""3.5"",""2014-03-11 20:04:44""";
"83895,""tt1707386"",""Misérables, Les"",""2012"","""",""2.0"",""2013-02-05 17:36:14""";
"624,""tt0100157"",""Misery"",""1990"","""",""3.5"",""2014-03-03 01:29:10""";
"77807,""tt1229238"",""Mission: Impossible - Ghost Protocol"",""2011"",""Mission Impossible 4"",""4.0"",""2012-01-12 12:41:15""";
"104170,""tt2381249"",""Mission: Impossible - Rogue Nation"",""2015"",""Mission: Impossible 5"",""3.0"",""2015-08-06 11:46:51""";
"1550,""tt0027977"",""Modern Times"",""1936"","""",""3.5"",""2014-11-15 11:20:46""";
"1083,""tt0071853"",""Monty Python and the Holy Grail"",""1975"","""",""2.5"",""2014-08-05 22:43:41""";
"50933,""tt1182345"",""Moon"",""2009"","""",""3.0"",""2011-04-12 00:16:33""";
"82098,""tt1748122"",""Moonrise Kingdom"",""2012"","""",""3.0"",""2014-01-17 14:12:04""";
"1011,""tt0166924"",""Mulholland Dr."",""2001"",""Mulholland Drive"",""5.0"",""2014-12-29 13:48:47""";
"11477,""tt0327056"",""Mystic River"",""2003"","""",""3.5"",""2011-02-05 11:03:42""";
"94788,""tt2004420"",""Neighbors"",""2014"",""Bad Neighbours"",""3.0"",""2014-05-13 18:35:12""";
"1856,""tt0074958"",""Network"",""1976"","""",""3.0"",""2014-08-01 22:53:24""";
"79830,""tt2043932"",""New Kids Nitro"",""2011"","""",""2.0"",""2011-12-15 01:08:49""";
"70149,""tt1648112"",""New Kids Turbo"",""2010"","""",""3.0"",""2010-12-16 00:30:13""";
"69057,""tt1458175"",""Next Three Days, The"",""2010"","""",""4.0"",""2011-05-06 08:44:11""";
"100511,""tt2872718"",""Nightcrawler"",""2014"","""",""3.5"",""2014-12-05 00:25:14""";
"40815,""tt0477348"",""No Country for Old Men"",""2007"","""",""4.0"",""2015-02-25 01:04:56""";
"91028,""tt2024469"",""Non-Stop"",""2014"",""Non Stop"",""3.5"",""2014-03-18 12:28:32""";
"89703,""tt2650986"",""Nordvest"",""2013"",""Northwest"",""3.0"",""2013-04-12 17:22:24""";
"1850,""tt0277371"",""Not Another Teen Movie"",""2001"",""Sex Academy"",""3.0"",""2010-05-28 00:59:28""";
"18062,""tt0332280"",""Notebook, The"",""2004"","""",""3.0"",""2013-04-19 00:23:42""";
"836,""tt0125439"",""Notting Hill"",""1999"","""",""3.5"",""2010-02-07 22:35:20""";
"82187,""tt1670345"",""Now You See Me"",""2013"","""",""3.5"",""2013-07-05 15:18:41""";
"38777,""tt0481369"",""Number 23, The"",""2007"","""",""3.0"",""2014-01-17 14:14:50""";
"2436,""tt0095765"",""Nuovo Cinema Paradiso"",""1988"",""Cinema Paradiso"",""4.0"",""2014-09-27 11:34:35""";
"69,""tt0190590"",""O Brother, Where Art Thou?"",""2000"","""",""4.0"",""2009-07-16 19:42:54""";
"31163,""tt0476681"",""Ober"",""2006"","""",""3.0"",""2011-04-09 01:58:12""";
"88822,""tt1483013"",""Oblivion"",""2013"","""",""2.0"",""2013-04-22 22:04:55""";
"697,""tt0240772"",""Ocean's Eleven"",""2001"","""",""3.5"",""2010-09-04 01:12:27""";
"671,""tt0151804"",""Office Space"",""1999"","""",""3.0"",""2011-02-08 22:13:21""";
"12397,""tt0364569"",""Oldeuboi"",""2003"",""Oldboy"",""3.5"",""2012-02-27 16:03:46""";
"87691,""tt2302755"",""Olympus Has Fallen"",""2013"","""",""3.0"",""2013-08-09 00:40:32""";
"41998,""tt0907657"",""Once"",""2006"","""",""3.5"",""2015-02-21 00:06:09""";
"740,""tt0073486"",""One Flew over the Cuckoo's Nest"",""1975"","""",""3.5"",""2012-01-12 12:42:04""";
"89343,""tt1980209"",""Pain & Gain"",""2013"","""",""3.0"",""2013-08-18 23:15:15""";
"48762,""tt1179904"",""Paranormal Activity"",""2007"","""",""3.0"",""2010-08-16 23:59:15""";
"79044,""tt1778304"",""Paranormal Activity 3"",""2011"","""",""3.0"",""2012-04-18 02:05:11""";
"1007,""tt0050825"",""Paths of Glory"",""1957"","""",""3.0"",""2015-07-22 17:37:16""";
"80020,""tt1659337"",""Perks of Being a Wallflower, The"",""2012"","""",""3.5"",""2014-08-08 23:07:11""";
"41450,""tt0808417"",""Persepolis"",""2007"","""",""3.0"",""2012-02-23 14:03:15""";
"73,""tt0138704"",""Pi"",""1998"",""&#960";",3.0"",""2011-04-17 14:50:13"""
"3105,""tt0253474"",""Pianist, The"",""2002"","""",""4.0"",""2012-09-22 01:36:52""";
"42633,""tt0910936"",""Pineapple Express"",""2008"","""",""2.5"",""2011-04-18 00:22:33""";
"61387,""tt0464154"",""Piranha 3D"",""2010"",""Piranha"",""3.0"",""2010-09-11 15:08:33""";
"71929,""tt1298650"",""Pirates of the Caribbean: On Stranger Tides"",""2011"","""",""3.0"",""2011-06-06 23:59:00""";
"45151,""tt0762125"",""Planet 51"",""2009"","""",""3.0"",""2010-03-25 13:21:47""";
"252,""tt0091763"",""Platoon"",""1986"","""",""3.5"",""2015-02-05 21:45:47""";
"780,""tt0120789"",""Pleasantville"",""1998"","""",""3.5"",""2008-07-31 22:57:17""";
"93712,""tt1392214"",""Prisoners"",""2013"","""",""4.5"",""2014-01-26 00:50:07""";
"80494,""tt1636826"",""Project X"",""2012"","""",""4.0"",""2012-03-31 01:21:54""";
"79820,""tt1446714"",""Prometheus"",""2012"","""",""4.0"",""2012-06-21 09:46:56""";
"52966,""tt1041829"",""Proposal, The"",""2009"","""",""3.0"",""2011-05-28 01:51:28""";
"48987,""tt1152836"",""Public Enemies"",""2009"","""",""2.0"",""2009-11-29 19:42:37""";
"4739,""tt0022286"",""Public Enemy, The"",""1931"","""",""3.0"",""2014-11-19 12:39:24""";
"182,""tt0110912"",""Pulp Fiction"",""1994"","""",""3.5"",""2011-03-27 00:55:53""";
"38180,""tt0454921"",""Pursuit of Happyness, The"",""2006"","""",""3.5"",""2012-10-21 00:46:48""";
"6080,""tt0100449"",""Quick Change"",""1990"","""",""3.0"",""2011-03-26 21:41:22""";
"5381,""tt0252444"",""Rabbit-Proof Fence"",""2002"","""",""3.5"",""2014-11-02 23:58:55""";
"317,""tt0082971"",""Raiders of the Lost Ark"",""1981"",""Indiana Jones and the Raiders of the Lost Ark"",""3.0"",""2015-10-18 14:44:28""";
"400,""tt0095953"",""Rain Man"",""1988"","""",""3.5"",""2011-03-29 11:49:01""";
"563,""tt0250687"",""Rat Race"",""2001"","""",""4.0"",""2012-10-27 22:07:30""";
"67416,""tt1245526"",""Red"",""2010"","""",""3.5"",""2010-10-27 22:20:36""";
"173,""tt0180093"",""Requiem for a Dream"",""2000"","""",""4.0"",""2011-01-21 01:17:32""";
"183,""tt0105236"",""Reservoir Dogs"",""1992"","""",""3.5"",""2009-08-27 00:51:33""";
"64859,""tt1220634"",""Resident Evil: Afterlife"",""2010"",""Resident Evil 4: Afterlife"",""3.0"",""2010-10-01 23:44:46""";
"21687,""tt0267891"",""Ringer, The"",""2005"","""",""3.0"",""2010-07-18 23:07:35""";
"74755,""tt1318514"",""Rise of the Planet of the Apes"",""2011"",""Rise of the Apes"",""4.0"",""2011-09-08 15:45:03""";
"12,""tt0215129"",""Road Trip"",""2000"","""",""3.5"",""2010-10-09 23:46:24""";
"59422,""tt1319733"",""Road Trip: Beer Pong"",""2009"","""",""3.0"",""2011-10-13 13:26:33""";
"57440,""tt0955308"",""Robin Hood"",""2010"","""",""3.0"",""2010-05-21 07:54:51""";
"83141,""tt1979320"",""Rush"",""2013"","""",""3.0"",""2014-02-17 23:58:02""";
"56511,""tt0944835"",""Salt"",""2010"","""",""3.5"",""2010-08-23 21:52:39""";
"363,""tt0120815"",""Saving Private Ryan"",""1998"","""",""4.0"",""2010-10-10 01:15:27""";
"19718,""tt0387564"",""Saw"",""2004"","""",""4.0"",""2009-11-09 17:23:28""";
"67959,""tt1477076"",""Saw 3D"",""2010"",""Saw 3D: The Final Chapter"",""2.5"",""2011-02-19 01:45:19""";
"42857,""tt0890870"",""Saw IV"",""2007"",""Saw 4"",""2.5"",""2010-12-25 23:47:44""";
"127,""tt0175142"",""Scary Movie"",""2000"","""",""3.5"",""2011-02-21 00:43:29""";
"347,""tt0257106"",""Scary Movie 2"",""2001"","""",""2.0"",""2011-02-21 00:44:00""";
"10561,""tt0306047"",""Scary Movie 3"",""2003"","""",""3.0"",""2011-02-21 00:44:11""";
"14167,""tt0332379"",""School of Rock, The"",""2003"","""",""4.0"",""2010-12-13 01:50:48""";
"58233,""tt0446029"",""Scott Pilgrim vs. the World"",""2010"","""",""4.0"",""2010-11-20 02:25:16""";
"394,""tt0117571"",""Scream"",""1996"","""",""3.0"",""2009-12-06 00:51:10""";
"1421,""tt0096061"",""Scrooged"",""1988"","""",""3.0"",""2009-12-26 00:42:54""";
"190,""tt0114369"",""Se7en"",""1995"",""Seven"",""4.0"",""2009-11-20 23:27:26""";
"93280,""tt0359950"",""Secret Life of Walter Mitty, The"",""2013"","""",""3.5"",""2014-01-17 14:16:22""";
"60582,""tt1305806"",""Secreto de Sus Ojos, El"",""2009"",""The Secret in Their Eyes"",""4.0"",""2014-09-06 10:19:39""";
"1410,""tt0256380"",""Shallow Hal"",""2001"","""",""3.5"",""2009-09-02 22:50:07""";
"17064,""tt0365748"",""Shaun of the Dead"",""2004"","""",""3.5"",""2010-01-22 00:16:27""";
"273,""tt0111161"",""Shawshank Redemption, The"",""1994"","""",""4.0"",""2010-01-20 16:23:40""";
"55372,""tt0815236"",""She's Out of My League"",""2010"","""",""3.0"",""2012-10-25 23:38:08""";
"34317,""tt0454945"",""She's the Man"",""2006"","""",""3.5"",""2010-08-20 02:20:51""";
"742,""tt0081505"",""Shining, The"",""1980"","""",""3.0"",""2014-03-12 01:54:29""";
"57010,""tt1130884"",""Shutter Island"",""2010"","""",""3.5"",""2010-03-14 22:04:32""";
"24458,""tt0375063"",""Sideways"",""2004"","""",""3.5"",""2015-06-20 00:24:20""";
"215,""tt0102926"",""Silence of the Lambs, The"",""1991"","""",""3.0"",""2014-03-27 17:44:55""";
"80448,""tt1045658"",""Silver Linings Playbook"",""2012"","""",""3.0"",""2013-03-03 16:51:00""";
"25000,""tt0401792"",""Sin City"",""2005"","""",""3.5"",""2016-01-08 22:38:11""";
"65128,""tt1167675"",""Sint"",""2010"","""",""3.0"",""2010-11-15 22:08:05""";
"82188,""tt1074638"",""Skyfall"",""2012"","""",""4.0"",""2012-11-08 00:38:07""";
"852,""tt0108160"",""Sleepless in Seattle"",""1993"","""",""3.0"",""2011-03-28 15:28:02""";
"50507,""tt1010048"",""Slumdog Millionaire"",""2008"","""",""3.5"",""2011-03-17 13:11:14""";
"64109,""tt0472181"",""Smurfs, The"",""2011"",""De Smurfen"",""3.0"",""2011-08-17 21:24:38""";
"52,""tt0208092"",""Snatch."",""2000"","""",""2.5"",""2015-03-08 00:35:15""";
"90234,""tt0882977"",""Snitch"",""2013"","""",""3.0"",""2013-05-02 23:53:14""";
"67205,""tt1285016"",""Social Network, The"",""2010"","""",""3.5"",""2010-11-14 01:14:50""";
"71448,""tt0945513"",""Source Code"",""2011"","""",""3.5"",""2012-11-15 23:50:43""";
"197,""tt0158983"",""South Park: Bigger, Longer & Uncut"",""1999"","""",""3.5"",""2010-10-25 14:00:00""";
"102442,""tt2379713"",""Spectre"",""2015"","""",""3.0"",""2015-11-23 22:11:19""";
"1343,""tt0145487"",""Spider-Man"",""2002"","""",""2.5"",""2015-08-06 23:02:41""";
"46772,""tt1017460"",""Splice"",""2009"","""",""1.5"",""2010-11-21 03:08:06""";
"84918,""tt2101441"",""Spring Breakers"",""2012"","""",""3.5"",""2013-04-12 13:36:15""";
"1089,""tt0092005"",""Stand by Me"",""1986"","""",""3.0"",""2014-07-28 00:21:23""";
"84,""tt0076759"",""Star Wars"",""1977"",""Star Wars: Episode IV - A New Hope"",""3.5"",""2015-12-27 20:58:33""";
"85,""tt0080684"",""Star Wars: Episode V - The Empire Strikes Back"",""1980"","""",""3.0"",""2015-12-27 20:58:55""";
"87,""tt0086190"",""Star Wars: Episode VI - Return of the Jedi"",""1983"","""",""3.5"",""2015-12-27 20:59:06""";
"104182,""tt2488496"",""Star Wars: The Force Awakens"",""2015"",""Star Wars: Episode VII - The Force Awakens"",""3.0"",""2015-12-29 12:38:16""";
"46655,""tt0838283"",""Step Brothers"",""2008"","""",""2.0"",""2015-03-26 00:14:23""";
"88266,""tt1682180"",""Stoker"",""2013"","""",""3.0"",""2013-04-19 00:24:11""";
"67791,""tt0978764"",""Sucker Punch"",""2011"","""",""3.5"",""2011-04-08 18:19:07""";
"42201,""tt0829482"",""Superbad"",""2007"","""",""3.5"",""2010-11-12 00:28:17""";
"45386,""tt0936501"",""Taken"",""2008"","""",""3.5"",""2015-03-14 00:04:12""";
"82977,""tt1637725"",""Ted"",""2012"","""",""4.0"",""2012-09-19 00:13:44""";
"64005,""tt1278469"",""Temple Grandin"",""2010"","""",""4.0"",""2014-06-10 19:43:35""";
"18155,""tt0362227"",""Terminal, The"",""2004"","""",""3.5"",""2015-02-11 00:14:51""";
"205,""tt0088247"",""Terminator, The"",""1984"","""",""3.5"",""2016-01-04 10:18:26""";
"33818,""tt0420294"",""Texas Chainsaw Massacre: The Beginning, The"",""2006"","""",""3.0"",""2010-05-21 23:35:52""";
"89487,""tt1245492"",""This Is the End"",""2013"","""",""3.0"",""2014-11-16 17:59:51""";
"80021,""tt1596350"",""This Means War"",""2012"","""",""3.5"",""2012-02-14 22:52:01""";
"65932,""tt0800369"",""Thor"",""2011"","""",""3.0"",""2011-05-06 00:54:13""";
"316,""tt0120338"",""Titanic"",""1997"","""",""4.0"",""2008-08-02 23:40:56""";
"73345,""tt0471042"",""Tower Heist"",""2011"","""",""2.5"",""2012-07-26 00:07:50""";
"61997,""tt0840361"",""Town, The"",""2010"","""",""4.0"",""2010-10-24 19:13:09""";
"308,""tt0114709"",""Toy Story"",""1995"","""",""3.5"",""2014-07-28 22:26:42""";
"42,""tt0120363"",""Toy Story 2"",""1999"","""",""3.5"",""2014-07-28 22:26:53""";
"59176,""tt1104001"",""TRON: Legacy"",""2010"","""",""2.5"",""2011-01-13 23:07:18""";
"68966,""tt1403865"",""True Grit"",""2010"","""",""3.5"",""2011-03-04 23:43:28""";
"189,""tt0120382"",""Truman Show, The"",""1998"","""",""5.0"",""2014-11-07 23:12:48""";
"61983,""tt1529572"",""Trust"",""2010"","""",""3.5"",""2012-10-02 23:42:23""";
"61322,""tt1465522"",""Tucker and Dale vs. Evil"",""2010"","""",""3.0"",""2011-01-31 23:00:06""";
"95,""tt0217869"",""Unbreakable"",""2000"","""",""3.5"",""2015-03-29 20:11:51""";
"71130,""tt1401152"",""Unknown"",""2011"","""",""3.0"",""2011-06-02 22:50:58""";
"68593,""tt0477080"",""Unstoppable"",""2010"","""",""3.0"",""2010-12-14 00:16:48""";
"26078,""tt0363163"",""Untergang, Der"",""2004"",""Downfall"",""4.0"",""2012-09-30 01:09:15""";
"53718,""tt0914863"",""Unthinkable"",""2010"","""",""3.5"",""2010-07-08 22:17:56""";
"49285,""tt1049413"",""Up"",""2009"","""",""3.5"",""2012-10-25 13:41:14""";
"233,""tt0114814"",""Usual Suspects, The"",""1995"","""",""2.5"",""2013-05-09 22:51:02""";
"29364,""tt0434409"",""V for Vendetta"",""2005"","""",""4.0"",""2008-07-28 21:44:15""";
"49708,""tt1185616"",""Vals im Bashir"",""2008"",""Waltz with Bashir"",""2.5"",""2012-02-27 18:51:24""";
"2156,""tt0283111"",""Van Wilder"",""2002"",""National Lampoon's Van Wilder"",""2.0"",""2015-08-16 16:21:59""";
"86559,""tt2388805"",""Verliefd op Ibiza"",""2013"","""",""2.0"",""2013-02-17 15:28:08""";
"77850,""tt1268799"",""Very Harold & Kumar 3D Christmas, A"",""2011"",""Very Harold and Kumar Christmas"",""3.0"",""2014-01-17 14:14:07""";
"670,""tt0118799"",""Vita È Bella, La"",""1997"",""Life Is Beautiful"",""3.5"",""2014-02-03 00:43:22""";
"654,""tt0094291"",""Wall Street"",""1987"","""",""3.0"",""2010-09-19 00:11:00""";
"41652,""tt0910970"",""WALL·E"",""2008"",""Wall-E"",""3.0"",""2014-01-17 21:41:47""";
"45567,""tt0493464"",""Wanted"",""2008"","""",""3.0"",""2010-03-23 23:40:54""";
"27772,""tt0407304"",""War of the Worlds"",""2005"","""",""4.0"",""2008-09-15 21:14:44""";
"63154,""tt1291584"",""Warrior"",""2011"","""",""4.0"",""2015-08-16 16:21:00""";
"66113,""tt1242460"",""We Need to Talk about Kevin"",""2011"","""",""4.0"",""2014-01-17 14:11:30""";
"91246,""tt1723121"",""We're the Millers"",""2013"","""",""3.5"",""2013-08-20 04:28:07""";
"46725,""tt1063669"",""Welle, Die"",""2008"",""The Wave"",""4.0"",""2012-09-15 00:16:50""";
"97741,""tt2582802"",""Whiplash"",""2014"","""",""4.0"",""2015-12-19 11:40:49""";
"66736,""tt0896872"",""Whistleblower, The"",""2010"","""",""3.5"",""2011-11-08 23:46:12""";
"5532,""tt0018578"",""Wings"",""1927"","""",""2.5"",""2014-10-29 01:30:03""";
"88813,""tt0993846"",""Wolf of Wall Street, The"",""2013"","""",""4.0"",""2014-02-08 15:45:05""";
"34469,""tt0469641"",""World Trade Center"",""2006"","""",""3.0"",""2009-09-07 23:32:22""";
"90206,""tt0816711"",""World War Z"",""2013"","""",""3.0"",""2013-07-05 15:17:16""";
"2378,""tt0245574"",""Y Tu Mamá También"",""2001"",""And Your Mama Too"",""2.0"",""2012-02-23 16:16:33""";
"46762,""tt1068680"",""Yes Man"",""2008"","""",""3.5"",""2009-02-26 11:54:22""";
"87880,""tt1790885"",""Zero Dark Thirty"",""2012"","""",""3.0"",""2013-03-02 18:23:01""";
"58515,""tt1156398"",""Zombieland"",""2009"","""",""3.5"",""2009-11-21 11:28:53""";
